CO2,Temperature,Humidity,Sun1,Sun2,Sun3,Sun4,Sun5,Sun6,date
402.0,19.2,76.1,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 19:23:56
404.0,19.2,69.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 19:28:56
403.0,18.8,67.3,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 19:33:56
407.0,18.9,75.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-26 19:38:56
409.0,19.0,77.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 19:43:56
413.0,19.0,74.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 19:48:56
414.0,18.6,64.4,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-26 19:53:56
414.0,18.5,72.0,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 19:58:56
412.0,18.6,75.4,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-26 20:03:56
412.0,18.7,77.1,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-04-26 20:08:56
415.0,18.8,77.7,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 20:13:56
420.0,18.9,76.5,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 20:18:56
421.0,18.5,64.5,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 20:23:56
419.0,18.3,74.4,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 20:28:56
422.0,18.4,76.8,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-04-26 20:33:56
426.0,18.5,77.6,3999.8,0.0,0.0,0.0,0.0,0.0,2025-04-26 20:38:56
425.0,18.5,77.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 20:43:56
424.0,18.6,78.0,0.0,3999.8,3999.9,0.0,0.0,0.0,2025-04-26 20:48:56
425.0,18.7,78.0,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-04-26 20:53:56
428.0,18.8,78.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 20:58:56
436.0,18.8,78.1,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 21:03:56
437.0,18.9,78.0,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 21:08:56
437.0,18.9,77.1,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 21:13:56
436.0,18.5,66.4,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-26 21:18:56
435.0,18.1,70.9,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 21:23:56
432.0,18.0,76.1,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-26 21:28:56
433.0,18.1,77.7,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-26 21:33:56
438.0,18.1,78.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-26 21:38:56
438.0,18.2,77.6,0.0,3999.9,3999.9,0.0,0.0,0.0,2025-04-26 21:43:56
439.0,18.2,77.3,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 21:48:56
435.0,18.3,76.6,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 21:53:56
440.0,18.3,75.8,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-26 21:58:56
440.0,18.4,74.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 22:03:56
441.0,18.4,72.1,0.0,0.0,0.0,0.0,3999.9,0.0,2025-04-26 22:08:56
442.0,18.5,69.8,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 22:13:56
446.0,18.5,67.4,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 22:18:56
449.0,18.6,65.5,0.0,3999.9,3999.9,0.0,0.0,0.0,2025-04-26 22:23:56
445.0,18.6,63.7,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-26 22:28:56
443.0,18.6,70.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-26 22:33:56
443.0,18.6,71.1,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-26 22:38:56
450.0,18.6,68.4,3999.9,3999.9,0.0,0.0,0.0,0.0,2025-04-26 22:43:56
449.0,18.6,66.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-26 22:48:56
447.0,18.6,64.5,0.0,3999.9,3999.9,0.0,0.0,0.0,2025-04-26 22:53:56
449.0,18.6,65.8,0.0,3999.9,3999.8,0.0,0.0,0.0,2025-04-26 22:58:56
451.0,18.5,71.2,0.0,3999.9,3999.8,0.0,0.0,0.0,2025-04-26 23:03:56
452.0,18.5,68.7,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-26 23:08:56
456.0,18.6,66.5,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-26 23:13:56
457.0,18.5,64.9,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-26 23:18:56
457.0,18.4,69.7,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-26 23:23:57
459.0,18.2,71.7,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 23:28:57
460.0,18.1,73.2,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-26 23:33:56
458.0,18.0,74.4,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 23:38:57
460.0,17.9,75.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-26 23:43:57
459.0,17.8,76.4,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 23:48:57
463.0,17.7,77.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-26 23:53:57
465.0,17.6,77.9,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-26 23:58:57
466.0,17.6,78.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:03:57
467.0,17.5,79.5,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 00:08:57
467.0,17.4,80.0,0.0,3999.9,3999.9,0.0,0.0,0.0,2025-04-27 00:13:57
466.0,17.3,80.5,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-27 00:18:57
466.0,17.2,80.9,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 00:23:57
471.0,17.2,81.4,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:28:57
474.0,17.1,81.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:33:57
476.0,17.1,82.2,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:38:57
471.0,17.0,82.4,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 00:43:57
474.0,16.9,82.9,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:48:57
475.0,16.9,83.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 00:53:57
479.0,16.8,83.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 00:58:57
481.0,16.7,83.8,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:03:57
479.0,16.7,83.9,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 01:08:57
481.0,16.6,84.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 01:13:57
482.0,16.5,84.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:18:57
479.0,16.5,84.7,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 01:23:57
477.0,16.5,85.0,3999.9,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:28:57
480.0,16.4,84.9,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 01:33:57
483.0,16.3,85.4,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:38:57
477.0,16.3,85.4,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 01:43:57
477.0,16.2,85.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:48:57
477.0,16.2,85.7,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 01:53:57
478.0,16.1,86.0,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 01:58:57
479.0,16.1,86.2,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 02:03:57
479.0,16.0,86.2,3999.9,3999.9,0.0,0.0,0.0,0.0,2025-04-27 02:08:57
478.0,16.0,86.5,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 02:13:57
479.0,15.9,86.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 02:18:57
479.0,15.9,86.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 02:24:07
480.0,15.8,86.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 02:29:07
482.0,15.8,86.8,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-27 02:34:07
481.0,15.7,86.9,0.0,3999.9,3999.8,0.0,0.0,0.0,2025-04-27 02:39:07
479.0,15.7,87.2,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 02:44:07
479.0,15.7,87.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 02:49:07
479.0,15.6,87.3,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 02:54:07
477.0,15.6,87.5,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 02:59:07
475.0,15.5,87.5,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-27 03:04:07
480.0,15.5,87.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 03:09:07
479.0,15.4,87.6,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 03:14:07
478.0,15.4,87.8,0.0,3999.9,3999.8,0.0,0.0,0.0,2025-04-27 03:19:07
480.0,15.3,88.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 03:24:07
481.0,15.3,88.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-27 03:29:07
480.0,15.2,87.9,3999.8,0.0,0.0,0.0,0.0,0.0,2025-04-27 03:34:07
476.0,15.2,88.0,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 03:39:07
475.0,15.2,88.1,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 03:44:07
481.0,15.1,88.2,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 03:49:07
482.0,15.1,88.2,3999.9,3999.9,0.0,0.0,0.0,0.0,2025-04-27 03:54:07
485.0,15.0,88.4,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 03:59:07
483.0,15.0,88.4,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:04:07
474.0,14.9,88.5,3999.9,3999.9,0.0,0.0,0.0,0.0,2025-04-27 04:09:07
481.0,14.9,88.5,0.0,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:14:07
482.0,14.8,88.7,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:19:07
483.0,14.9,88.7,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:24:07
481.0,14.8,88.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 04:29:07
479.0,14.8,88.8,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 04:34:07
483.0,14.7,88.8,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 04:39:07
481.0,14.7,88.9,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:44:07
483.0,14.6,89.1,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 04:49:07
482.0,14.6,89.1,0.0,0.0,3999.9,0.0,3999.9,0.0,2025-04-27 04:54:07
481.0,14.5,89.2,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-27 04:59:08
478.0,14.5,89.2,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 05:04:08
475.0,14.5,89.2,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 05:09:08
479.0,14.4,89.1,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 05:14:08
484.0,14.4,89.3,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 05:19:08
485.0,14.4,89.4,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 05:24:08
484.0,14.3,89.5,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 05:29:08
480.0,14.3,89.4,3999.8,0.0,0.0,0.0,3999.9,0.0,2025-04-27 05:34:08
484.0,14.2,89.4,0.0,0.0,0.0,0.0,0.0,0.0,2025-04-27 05:39:08
483.0,14.2,89.4,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 05:44:08
483.0,14.2,88.6,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-27 05:49:08
483.0,14.2,88.6,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-27 05:54:08
469.0,14.0,85.0,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 05:59:08
467.0,13.9,83.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 06:04:08
463.0,13.8,82.0,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 06:09:08
452.0,13.6,81.1,0.0,3999.9,0.0,0.0,0.0,0.0,2025-04-27 06:14:08
451.0,13.6,80.3,3999.9,3999.9,0.0,0.0,0.0,0.0,2025-04-27 06:19:08
449.0,13.5,80.0,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 06:24:08
447.0,13.4,79.2,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 06:29:08
448.0,13.3,79.0,0.0,0.0,3999.8,0.0,0.0,0.0,2025-04-27 06:34:08
445.0,13.3,78.8,0.0,0.0,3999.9,0.0,0.0,0.0,2025-04-27 06:39:08
441.0,13.2,78.7,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 06:44:08
440.0,13.1,78.6,0.0,3999.8,0.0,0.0,0.0,0.0,2025-04-27 06:49:08
442.0,13.1,78.7,3999.9,0.0,0.0,0.0,3999.9,0.0,2025-04-27 06:54:08
438.0,13.0,78.6,3999.9,0.0,0.0,0.0,0.0,0.0,2025-04-27 06:59:08
444.0,13.3,77.7,82.7,90.9,121.1,108.8,116.5,102.7,2025-04-27 07:04:08
485.0,13.8,76.4,81.3,89.3,120.9,106.2,114.5,101.1,2025-04-27 07:09:08
542.0,14.6,74.4,83.4,85.5,120.4,108.5,114.9,99.4,2025-04-27 07:14:08
593.0,15.3,72.2,82.5,86.6,117.0,109.0,114.5,99.0,2025-04-27 07:19:08
627.0,16.1,69.8,82.5,85.1,118.5,107.9,113.5,98.6,2025-04-27 07:24:08
648.0,16.9,67.8,81.9,84.0,119.8,106.1,112.4,98.2,2025-04-27 07:29:08
647.0,17.6,65.9,80.9,86.5,115.7,107.2,112.6,98.4,2025-04-27 07:34:08
619.0,18.4,63.7,79.0,87.7,116.8,104.5,111.1,98.8,2025-04-27 07:39:08
581.0,19.2,61.1,79.1,87.5,115.9,104.4,110.9,98.8,2025-04-27 07:44:08
562.0,19.8,55.7,78.7,84.8,120.3,101.8,109.8,98.5,2025-04-27 07:49:08
576.0,20.0,59.2,80.5,83.2,118.5,104.9,111.0,97.9,2025-04-27 07:54:08
591.0,20.7,57.0,80.3,85.3,115.1,106.3,111.5,98.5,2025-04-27 07:59:08
612.0,20.8,51.6,80.6,83.8,118.5,105.5,111.2,98.1,2025-04-27 08:04:08
626.0,20.5,56.5,80.5,84.1,116.5,106.0,111.3,98.2,2025-04-27 08:09:08
629.0,21.3,55.7,78.7,86.9,115.4,104.6,110.7,98.8,2025-04-27 08:14:08
602.0,21.4,49.7,80.1,83.1,118.8,104.2,110.5,98.0,2025-04-27 08:19:08
558.0,21.6,54.7,78.7,86.8,114.8,104.7,110.6,98.8,2025-04-27 08:24:08
540.0,22.1,50.9,80.3,83.6,117.8,105.2,111.1,98.2,2025-04-27 08:29:08
562.0,22.0,47.5,79.8,85.2,115.1,106.0,111.6,98.4,2025-04-27 08:34:08
588.0,22.2,53.1,80.3,83.3,117.8,105.1,111.0,97.9,2025-04-27 08:39:08
610.0,22.4,47.6,80.2,83.4,117.9,105.1,111.0,98.2,2025-04-27 08:44:08
622.0,22.4,51.6,79.8,84.7,115.4,106.0,111.4,98.2,2025-04-27 08:49:08
603.0,22.6,47.0,79.8,83.0,118.8,104.1,110.5,98.0,2025-04-27 08:54:08
574.0,22.7,49.8,77.6,84.7,120.1,100.9,109.3,98.5,2025-04-27 08:59:08
552.0,23.0,47.4,79.2,85.9,114.5,105.4,111.1,98.5,2025-04-27 09:04:08
574.0,22.5,48.4,79.2,85.4,114.9,105.7,111.5,98.3,2025-04-27 09:09:08
613.0,23.0,57.3,77.6,84.9,119.5,100.8,109.1,98.3,2025-04-27 09:14:08
650.0,23.7,56.9,77.0,85.5,118.4,100.5,108.8,98.3,2025-04-27 09:19:08
668.0,24.1,44.9,77.3,86.6,114.8,102.7,109.8,98.3,2025-04-27 09:24:08
660.0,23.3,48.9,79.3,83.8,115.3,103.7,111.0,97.8,2025-04-27 09:29:08
642.0,23.6,57.7,79.9,83.7,116.8,105.4,111.1,97.9,2025-04-27 09:34:08
603.0,24.0,45.5,79.5,84.7,114.8,105.6,111.0,98.0,2025-04-27 09:39:08
573.0,23.3,50.5,78.4,83.0,119.5,102.2,109.8,97.7,2025-04-27 09:44:08
584.0,23.9,58.7,78.1,86.6,114.7,103.6,110.2,98.5,2025-04-27 09:49:08
619.0,24.7,58.3,79.8,84.1,115.4,105.4,111.0,97.9,2025-04-27 09:54:08
657.0,24.1,44.0,78.4,83.1,119.2,101.9,109.4,97.6,2025-04-27 09:59:08
651.0,23.6,54.7,78.0,86.4,114.6,104.1,110.4,98.2,2025-04-27 10:04:08
610.0,24.5,62.0,77.3,84.7,119.0,100.4,108.9,97.9,2025-04-27 10:09:08
582.0,24.4,47.9,77.5,86.6,114.6,103.5,110.0,98.2,2025-04-27 10:14:08
615.0,23.9,54.3,76.7,86.3,117.1,101.3,109.2,98.4,2025-04-27 10:19:08
652.0,24.7,60.9,76.9,86.4,116.6,101.7,109.3,98.2,2025-04-27 10:24:08
633.0,25.0,48.0,76.5,85.9,117.3,100.9,109.0,98.2,2025-04-27 10:29:08
595.0,24.0,47.8,77.2,84.2,119.6,100.5,108.9,97.7,2025-04-27 10:34:08
583.0,24.4,60.3,79.5,83.7,116.4,104.9,110.7,97.3,2025-04-27 10:39:08
607.0,25.6,61.2,79.4,82.6,118.2,103.5,110.1,97.1,2025-04-27 10:44:08
656.0,25.7,48.9,76.9,86.4,115.6,101.9,109.3,98.0,2025-04-27 10:49:08
659.0,24.9,47.2,78.8,82.5,118.4,103.2,110.0,97.1,2025-04-27 10:54:08
619.0,24.6,53.6,76.5,85.4,118.4,100.5,108.7,98.0,2025-04-27 10:59:08
568.0,25.5,59.9,79.1,82.5,118.6,103.2,109.9,97.3,2025-04-27 11:04:08
578.0,25.9,50.4,76.7,84.8,118.7,100.3,108.7,97.9,2025-04-27 11:09:08
646.0,25.1,45.5,76.5,86.4,116.1,101.7,109.2,98.1,2025-04-27 11:14:08
670.0,25.0,60.0,78.1,86.0,114.5,104.3,110.4,97.9,2025-04-27 11:19:08
630.0,25.9,50.1,77.4,86.3,114.5,103.2,109.7,97.9,2025-04-27 11:24:08
582.0,25.3,45.3,78.6,85.0,114.3,105.1,110.7,97.5,2025-04-27 11:29:08
602.0,25.0,53.9,77.9,83.0,119.8,101.5,109.1,97.5,2025-04-27 11:34:08
637.0,26.1,58.0,79.5,83.6,116.2,105.1,110.6,97.2,2025-04-27 11:39:08
653.0,25.8,45.8,78.2,82.6,118.8,102.2,109.4,97.2,2025-04-27 11:44:08
617.0,25.3,49.5,78.6,85.0,114.6,105.1,110.7,97.6,2025-04-27 11:49:08
571.0,26.1,60.2,76.7,85.0,118.8,100.2,108.4,97.7,2025-04-27 11:54:08
582.0,26.1,47.6,76.4,85.3,118.2,100.2,108.6,97.7,2025-04-27 11:59:08
637.0,25.5,46.5,76.4,86.4,116.2,101.6,109.0,98.1,2025-04-27 12:04:08
666.0,26.0,57.9,78.7,82.6,118.8,102.9,109.7,97.3,2025-04-27 12:09:08
621.0,26.4,50.2,76.4,85.8,117.6,100.6,108.6,97.9,2025-04-27 12:14:08
581.0,25.8,46.5,76.3,85.9,117.1,100.8,108.8,98.0,2025-04-27 12:19:08
587.0,26.1,57.4,78.0,83.1,119.9,101.6,109.1,97.5,2025-04-27 12:24:08
620.0,26.5,48.0,79.2,84.0,115.3,105.1,110.4,97.4,2025-04-27 12:29:08
638.0,25.8,45.9,76.2,85.9,117.0,100.7,108.8,97.9,2025-04-27 12:34:08
604.0,25.4,49.5,78.4,82.5,119.1,102.6,109.5,97.2,2025-04-27 12:39:08
575.0,26.1,62.3,78.3,82.6,119.5,101.9,109.3,97.1,2025-04-27 12:44:08
592.0,26.1,48.4,77.1,83.8,119.8,100.5,108.7,97.4,2025-04-27 12:49:08
637.0,25.3,47.1,77.0,84.0,119.8,100.6,108.8,97.5,2025-04-27 12:54:08
629.0,25.8,59.8,76.7,86.4,116.5,101.7,109.1,98.0,2025-04-27 12:59:08
586.0,26.2,49.6,79.2,83.2,116.9,104.5,110.4,97.1,2025-04-27 13:04:08
568.0,25.6,46.1,78.6,82.5,119.0,102.7,109.7,97.2,2025-04-27 13:09:08
599.0,25.3,49.2,77.6,83.0,119.6,101.3,109.0,97.3,2025-04-27 13:14:08
639.0,25.5,51.1,78.5,85.3,114.5,104.9,110.5,97.6,2025-04-27 13:19:08
634.0,25.6,51.5,76.4,85.6,118.6,100.4,108.6,97.9,2025-04-27 13:24:08
595.0,25.4,50.7,79.1,82.7,118.5,103.5,110.0,97.2,2025-04-27 13:29:08
574.0,25.0,48.6,77.3,83.5,119.9,100.8,108.9,97.5,2025-04-27 13:34:08
602.0,24.7,48.5,76.5,85.4,118.5,100.6,108.8,98.2,2025-04-27 13:39:08
647.0,24.8,48.8,77.2,84.0,119.9,100.6,108.8,97.6,2025-04-27 13:44:08
634.0,24.8,49.9,78.7,84.9,114.9,105.2,110.8,97.5,2025-04-27 13:49:08
593.0,24.6,48.3,78.9,84.6,115.0,105.4,110.8,97.7,2025-04-27 13:54:08
577.0,24.5,48.9,76.7,86.6,116.1,102.2,109.5,98.2,2025-04-27 13:59:08
612.0,24.3,49.2,76.9,84.6,119.7,100.5,108.8,98.0,2025-04-27 14:04:08
642.0,24.2,49.9,78.0,86.1,114.6,104.4,110.5,98.0,2025-04-27 14:09:08
613.0,24.3,50.7,77.6,83.6,120.3,101.2,109.1,97.5,2025-04-27 14:14:08
577.0,24.2,51.6,76.7,84.8,119.3,100.4,108.8,97.9,2025-04-27 14:19:08
568.0,24.4,51.1,76.9,84.9,119.3,100.5,109.0,98.0,2025-04-27 14:24:08
602.0,24.6,49.7,77.6,83.4,120.3,101.1,109.1,97.5,2025-04-27 14:29:09
631.0,24.6,51.0,78.6,85.6,114.6,104.9,110.7,97.9,2025-04-27 14:34:08
605.0,24.8,51.9,79.4,83.3,117.4,104.8,110.7,97.3,2025-04-27 14:39:09
579.0,24.9,50.6,78.5,85.6,114.5,104.9,110.6,97.7,2025-04-27 14:44:09
589.0,25.0,51.1,78.8,84.9,114.6,105.2,110.7,97.5,2025-04-27 14:49:09
621.0,25.0,51.8,77.2,83.9,119.9,100.7,108.7,97.5,2025-04-27 14:54:09
638.0,24.9,49.5,78.0,83.0,119.9,101.8,109.3,97.5,2025-04-27 14:59:09
602.0,24.8,47.9,76.6,85.1,119.2,100.4,108.6,97.9,2025-04-27 15:04:09
562.0,24.8,48.5,79.2,83.8,116.5,105.1,110.7,97.4,2025-04-27 15:09:09
572.0,24.6,48.3,78.2,82.8,119.7,102.1,109.4,97.4,2025-04-27 15:14:09
608.0,24.6,50.2,79.1,82.6,118.5,103.6,110.2,97.2,2025-04-27 15:19:09
634.0,24.8,50.7,76.5,85.7,118.1,100.7,108.8,98.0,2025-04-27 15:24:09
608.0,25.0,51.4,79.3,82.8,118.1,104.0,110.1,97.2,2025-04-27 15:29:09
566.0,25.1,48.7,78.0,85.8,114.5,104.5,110.4,97.7,2025-04-27 15:34:09
563.0,25.0,47.7,76.4,86.3,117.2,101.2,109.0,98.0,2025-04-27 15:39:09
593.0,24.9,46.7,76.5,85.2,119.2,100.4,108.7,97.9,2025-04-27 15:44:09
626.0,24.8,49.7,76.5,86.3,116.8,101.4,109.0,98.0,2025-04-27 15:49:09
634.0,24.7,48.1,76.4,86.4,116.7,101.4,109.1,98.1,2025-04-27 15:54:09
597.0,24.7,48.8,78.4,82.7,119.3,102.6,109.7,97.4,2025-04-27 15:59:09
552.0,24.6,49.9,79.2,84.3,115.7,105.5,111.0,97.5,2025-04-27 16:04:09
